"URL","KEYWORD_TOPIC","POST_ID","POST_TITLE","USERNAME","POST_DATE","POST_CONTENT","THREAD_CREATION_DATE","NUMBER_OF_COMMENTS","COMMENT_ID","COMMENT_DATE_TIME","COMMENT_USERNAME","COMMENT_CONTENT"
"https://www.mumsnet.com/talk/relationships/4980804-how-to-compromise-when-dating","Relationships","4980804","How to compromise when dating","lula99","2024-01-08","Currently long term single and have been told my standards might be too high! I’m reconsidering what my deal breakers are and what I am looking for in a partner. Does the person you are with (LTR or married to) match the person you envisaged being with? Or did you make small concessions? What sort of things did you compromise on and did they turn out to not matter in the grand scheme of things?","2024-01-08","53","132082477","2024-01-09","Daisies12","Well I never had an expectations or envisioned my long term partner? There's no magical perfect one person for you. We just met and got on, and we work hard after 12 years. Maybe try broadening your search and see who comes along. My DH is massively into sport, and if you told me when I was younger I'd have a husband mad into sport I would never have believed. But it works."
"https://www.mumsnet.com/talk/_chat/4961928-masterchef-the-critics-jay-rayner-cooking-on-28th-december","Chat","4961928","Masterchef the critics: Jay Rayner cooking on 28th December","jencool","2023-12-12","Date confirmed. Get ready for Jay in the kitchen <rubs knees>","2023-12-12","31","131418571","2023-12-13","AffIt","My claim to fame is that I once met JR in a jazz club in Leeds (my friend's band was supporting his). He is everything I thought he'd be and more - a huge presence (both literally and metaphorically), lots of fun and completely hilarious. I was a big fan before and like him even more now. Will be watching!"
"https://www.mumsnet.com/talk/conception/4960152-ttc-for-january?page=19","Conception","4960152","TTC FOR JANUARY","starryx","2023-12-10","Af just arrived so I'm officially out for this month :( But onto new beginnings! Trying to conceive for 2024 <3 Everyone welcome to join and discuss :)","2023-12-10","562","132126781","2024-01-10","RWSS","I'm out this month 😔 Hopefully next month will be it ❤️"
"https://www.mumsnet.com/talk/relationships/4805086-stay-or-go-cheater","Relationships","4805086","Stay or go (cheater)","AyayaPushover","2023-05-13","I don’t know if it’s my personality or maybe linked to my autism but I struggle to make decisions and always need a really balanced pros and cons list. I am currently in a dilemma although really it’s probably fairly obvious what I should do. However, the more people tell me to LTB in indignation, the more I shove my heels in. So, I’d appreciate some kind assistance. I discovered yesterday via anon message that when I told my partner I was pregnant last year, he took the news badly and essentially went and slept with a couple of other women over a period of a couple of months because I’d ruined his life and he was bitter. He moved out a few months after that but we remained a couple. I discovered that two months ago that two weeks after our daughter was born, whilst he was playing the doting father, he was apparently planning a suicide attempt and because he “didn’t want to make it worse for me” left me abruptly and slept with someone else for a couple of weeks. At the time of his overdose I essentially knew something was wrong despite not talking, went to his house where he was in a state. He cried and begged for me to take him back and since then, has been trying hard to be better. He has slipped up by not coming home from the pub when he says he will, an hour later for instance and says it’s because of his ADHD. He has been making plans for our future etc. However, I said - I don’t understand how you could do these sorts of things to someone you love - and apparently that triggered another depression spiral and now he is questioning whether he loves me because I’m right. Why would you do that. I have previously excused his behaviour because he does suffer from severe depression and PTSD from an attack 4 years ago. I can imagine you are reading this and thinking, are you stupid? Is this not obvious? Well - yes, it is - he brings nothing. But…I love him incredibly deeply, so deeply it physically hurt when he left. And to my not very normal brain, that overrides anything and everything. The logical side of me knows that’s stupid, but the little lost girl clings on to the fact that I adore him despite his huge faults. I cannot bring myself to end it and ask him to leave. Even the idea that I don’t want my daughter to grow up seeing this as the ‘model’ relationship isn’t enough. I’m crying as I write this, I love her more than anything so why can’t I take the right steps and make the right decisions. thank you for reading","2023-05-13","10","126440746","2023-05-26","AyayaPushover","I have friends but they all have issues at the moment, one’s getting divorced why his quite tough for her. I think I need therapy more than anything. I don’t have much support I guess. I can’t work out if the change is hard because of ND or if it’s because I “love him”. I guess if it was because of ND that might make it easier for me to reconcile. I have this block, I’ve written a letter telling him how abusive he is and I SHOULD drop his stuff off. Just full of anxiety and stress and want to completely avoid the situation"
"https://www.mumsnet.com/talk/am_i_being_unreasonable/4932505-should-i-be-contacting-the-police?page=3","AIBU?","4932505","Should I be contacting the police.","InstantDestiny","2023-10-31","I am not asking for judgement firstly. I have name changed but I am a LT poster. I was dating this guy, it was casual and there were quite a few red flags which I stupidly ignored. He is kind of well known publicly, but has massive delusions of grandeur and very self important and possibly NPD. Not really that important publicly as he thinks he is. I spent a few weekends at his, we had A LOT of sex, did coke and drank a lot. I paid for all my fuel to get there, took alcohol every time and gave him cash for anything else we got. The third time I stayed there (by this point I had massive reservations) in the morning he woke up and accused me of attempting to rape him. I remember everything that happened and that did not happen. We had a lot of sex and at the end of the night he was tired and not into it. We went to sleep. He told me to leave or he was going to call the police, it was 8am, he was still drinking alcohol, I was worried about driving but wanted to get out of there, so left. Since then he has sent me voice notes calling me a criminal, a rapist, a monster, an abuser. He said I hadn’t paid my way, which I had, and that he was going to report me to my place of work (children’s services) and report me to the police because I hadn’t paid him, called me a cunt, not even a human, just really vile stuff. I sent him more money as I panicked and was really upset and said if I haven’t paid my way I am sorry but he just kept calling me a rapist. Now I have sent the money he’s gone quiet, but I am so shaken and upset. I don’t know whether to just mark it down to shite judgment on my part and move on or should I call the police as it’s blackmail, and I didn’t do anything untoward to him.","2023-10-31","496","130368791","2023-10-31","lockedinflavour","I don't think you took Coke as a mistake did you? I don't quite think saying we all make mistakes works here. This is something I would expect your employer to take very seriously. Regardless she sound unhinged and i actually would contact the police if he attempts to contact/blackmail you again."
"https://www.mumsnet.com/talk/style_and_beauty/5009376-ugly-fashion-only-works-if-youre-attractive?page=2","Style & Beauty","5009376","‘Ugly’ fashion only works if you’re attractive","WizardinTraining","2024-02-16","I know it’s subjective and there’s no right or wrong and we should all be comfy with ourselves etc but am I the only one that thinks the current ugly/wacky/comfy type fashions that all the Instagrammers are wearing only work because most of them are slim and attractive. I love all the bright jumpers, clashing patterns, baggy jeans and especially the bold trainers but being short, not very slim and booby I’d look like a Playschool presenter at best and an oversized child at worst <sigh>","2024-02-16","175","133086038","2024-02-16","Lumiodes","You think people look bigger in high waisted jeans that hold the bum and belly in? Compared to hipsters that let it all spill out over the waistband? Sorry but hipsters are massively uncomfortable if you’re bigger, and you’re so self conscious about your tummy. It’s much warmer and more comfortable to wear high waisted jeans."
"https://www.mumsnet.com/talk/secondary/4959175-advice-please-slow-processing-and-using-a-laptop-in-exams","Secondary education","4959175","Advice please! slow processing and using a laptop in exams","picklefin","2023-12-08","DD v bright, did well in gcses, (7s & 8s) but tires in exams and is a slow writer. Her school have run a few tests for access arrangements and in CTOPP-2 Rapid Symbolic Naming she achieved a standard score of 76 = 5th percentile. Although her scores were ‘spiky’ she did not score lower than 84 in any other areas, or between 85-89 to get 25% extra time. But the testing was not a full dyslexia test, just a basic screening for exam arrangements. However, we may proceed with a full test for dyslexia, which may or may not highlight other <89 scores. There is also a large difference between her LUCID exact handwriting speed – 55th Percentile and her typing speed 88th percentile. In addition, she is hyper-mobile and gets achy hands after writing for a long time. School are saying she can't use a laptop in exams. Does anyone have a link to the rules for being permitted to use a laptop/word processor in exams, other than it be a student’s “normal way of working”?","2023-12-08","29","131307709","2023-12-08","picklefin","@Rolypoly2961 thanks for advice. Her school does not test for dyslexia in 6th form, just exam access tests, and one specific processing test which picked up the 5th percentile score. They have said that their exam access arrangement tests themselves would not pick up dyslexia in a v. bright student. So in that case, if they won't test property themselves, but won't accept a private diagnosis then surely they're discriminating against bright dyslexic students?!"
"https://www.mumsnet.com/talk/other_subjects/4914754-swagger-inn-175-the-one-with-no-witty-title-but-lots-of-hbfs?page=9","Other subjects","4914754","Swagger Inn 175 - The one with no witty title (but lots of HBFs)","SisterHelenoftheEternalCatchUp","2023-10-07","<Wipes bar> <Burns chaise> <mops floor> <lights fire> Thread 175 - will we never shut up?! Pull up a chair and have a good whinge about domestic tedium and annoyingly fictional HBFs... (once we've finished the other thread).","2023-10-07","820","130732731","2023-11-14","LetUsPrey","Evening wenches. Does seem to be getting chillier. Is there no driving range nearby Apricot? Obviously thinking what’s best for MrApricot’s golf game. Work was busy but I suppose it’s a short week having been off yesterday."
"https://www.mumsnet.com/talk/radio_addicts/4927142-archers-thread-156-fireworks-in-ambridge-helen-gave-lee-a-rocket-but-grey-gables-is-a-damp-squib-is-the-writing-on-the-church-walldiscuss-the-archers-here?page=30","Radio addicts","4927142","Archers thread #156: Fireworks in Ambridge! Helen gave Lee a rocket, but Grey Gables is a damp squib. Is the writing on the (church) wall?Discuss The Archers here.","Gasp0deTheW0nderD0g","2023-10-24","Thank you, @PseudoBadger, for kicking off this long, long series of Archers threads. All views on The Archers welcome here! New blood welcomed, and of course we are always delighted to welcome back former or occasional listeners/posters. We don't all agree on all points, although we do mostly try to be civil about it. Most of us are posting tongue in cheek a lot of the time, so don't worry about revealing that you're irresistibly attracted to George Grundy, or other unusual views. Spoilers: not on this thread, please! We don't wait for the omnibus to discuss the weeknight episodes, but we do try our best to avoid cross-contamination from www.mumsnet.com/talk/radio_addicts/4636789-the-archers-spoilers-thread-7-cant-wait-for-702pm-join-us-here , where spoilers are positively welcomed! For newer listeners, lurkers or those who just have no idea what we're talking about, @DadDadDad has created this useful thread: //www.mumsnet.com/Talk/radio_addicts/3557323-For-Archers-fans-a-guide-to-acronyms-on-the-long-running-discussion-threads-and-any-other-meta-thread-questions-you-may-have - BOOP point for him! (See thread for explanation.) Thanks to @OverArmour for the title suggestion, which I have tweaked a bit. I was strongly tempted by Less GGP (Grey Gables Peril) More GPP (Guinea Pig Plot) , which was a plaintive cry from @PuppyPerson some days ago, but if Poppy has found new homes for the baby guinea pigs that may be the last we hear of them for some time, sadly. Surely in the life of the next thread we must hear more from or of Rob, or Ron as some on this thread prefer to call him? <taps foot> Will Kirsty snap and tell Helen a few home truths? Will Pat's shotgun finally be brought into play? We can only hope ... Also, will we ever find out who owns the other 60% of Grey Gables? Why is Adil AWOL (to use the other bit of OverArmour's title idea!)? Why aren't we hearing from Roy? Will GG ever re-open and will Emma get her Big Chance at last? So many questions! Over to you.","2023-10-24","1000","130544898","2023-11-07","Molecule","I live in sheep country, and 30 ewes is very much hobby farming. I have someone grazing that number on my land so will ask her what income they bring in, and yes she has a full time job which no doubt subsidises her hobby. However there are a number of people in the area who own no land but rent pockets out all over and they run hundreds of sheep, and do seem to make a living. And as a pp said many landowners welcome sheep as they clean up land very well. Ed should have no issues finding additional grazing. The Grundies do ring true to me, I know a number of entitled losers, a friend’s daughter (a lovely woman) is married to one and I can just see her morphing into the Clarrie of our village. I stupidly allowed the husband to store a machine in one of my buildings and it became a total nightmare, so all my sympathy is with Oliver."
"https://www.mumsnet.com/talk/am_i_being_unreasonable/4912273-aibu-to-think-this-guy-is-a-halloween-fun-sponge?page=2","AIBU?","4912273","AIBU to think this guy is a Halloween fun sponge?","Hadjab","2023-10-04","Now, I hate Halloween with a passion, always have always will, so I do the Mumsnetty thing of not opening my door to Trick or Treaters on the night, but some random bloke has decided to create a set of rules and regulations that he (seriously, really seriously) expects people to follow: With the spooky season upon us: A few people have asked me draw something up to avoid a repeat of last years Halloween. Here are a few ideas I’ve thought of – am welcoming feedback on this consultation 1. Do you really need to buy decorations and toys that are single use plastic 2. No misleading signs in shops and bakeries, pubs and public buildings. “e.g. danger keep out” 3. No flashing lights or loud noises that could be challenging to a persons of additional needs 4. No outfits that are frightening to dogs 5. No trick or treating on main roads, LTN ‘s or other special roads ONLY. 6. Any houses wishing to participate must pre-register (cannot be a house near a dog park). 7. Any snacks must be accompanied by an allergy sheet – it the responsibility of the “candy donor” to check for allergies from a responsible adult 8. Families wishing to trick or treat must pre-register 10 working days in advance and specify their route and times along side details of the fancy dress. For neighbours via this app to lodge any objections. 9. Any decorations deemed inappropriate to be removed promptly upon regular patrol 10. No children under 9 The only point I agree with is no.1 - AIBU in thinking let people live, it's one night?","2023-10-04","173","129672393","2023-10-04","BarnacleBeasley","I think the main flaw in the system is that 100% of local people and businesses are unlikely to be on the neighbourhood page."
"https://www.mumsnet.com/talk/am_i_being_unreasonable/4969563-to-be-shocked-that-over-half-a-million-people-under-the-age-of-35-are-out-of-work-due-to-long-term-sickness?page=16","AIBU?","4969563","To be shocked that over half a million people under the age of 35 are out of work due to long-term sickness","puncheur","2023-12-24","I had no idea. These numbers are extraordinary. 560k people between the ages of 16 and 34 economically inactive due to long term illness. https://www.theguardian.com/society/2023/dec/24/500000-under-35s-out-of-work-long-term-illness-uk?CMP=Share_iOSApp_Other Edited","2023-12-24","392","131821940","2023-12-30","Babyroobs","Not going to say much as I'll get flamed but the whole PIP system needs reforming and proper face to face re-assessments done regularly rather than people just writing no change on the form and it not being checked out. I had a client came to see me for a PIP renewal form a few weeks ago - had been on mobility for years on end, walked 20 minute walk from his home and easily negotiated a flight of ten steps up to out office with no problem at all, faster than I could do it. Skipped off across the road faster than I could. it makes me cross and I see it time and time again."
"https://www.mumsnet.com/talk/what_were_reading/4799052-what-is-this-years-captain-corelli-s-mandolin?page=2","What we're reading","4799052","What is this year's 'Captain Corelli' s mandolin'?","Moredarkchocolateplease","2023-05-04","By which I mean the one book that will be spotted on sun loungers across the hot spots of Europe, covered in suncream and remembered as 'the holiday where I read < insert book name here> I'm going away at half term and I like to follow the crowd and read a big page turner on my hols 😁😚","2023-05-04","49","127564775","2023-07-12","ramonaquimby","Yellowface is pretty good so far!"
